Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,355,1376,31,187,0,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Basilicata,159,448,9,88,13,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Calabria,434,991,48,156,25,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Campania,1467,4304,143,620,36,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Emilia-Romagna,1671,6538,217,760,0,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Friuli Venezia Giulia,217,1277,34,175,0,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Lazio,2160,6421,269,943,193,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Liguria,475,1838,61,226,12,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Lombardia,3290,10872,542,1416,114,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Marche,415,1215,67,210,54,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Molise,34,221,7,39,0,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
P.A. Bolzano,65,450,5,100,0,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
P.A. Trento,63,517,20,90,15,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Piemonte,2034,5824,203,628,99,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Puglia,1594,3768,219,586,0,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Sardegna,362,1602,49,216,33,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Sicilia,1148,3855,163,835,196,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Toscana,1296,5033,250,620,18,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Umbria,171,749,30,117,2,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Valle d'Aosta,38,227,8,30,6,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Veneto,897,6000,149,1000,0,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Italia,18345,63526,2524,9042,816,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
