Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,316,1382,10,181,14,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Basilicata,100,371,1,79,14,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Calabria,350,1073,17,198,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Campania,714,4120,33,581,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Emilia-Romagna,1307,9001,36,889,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Friuli Venezia Giulia,150,1277,1,175,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Lazio,1199,6421,68,943,243,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Liguria,270,1641,11,219,12,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Lombardia,1104,10457,42,1810,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Marche,201,1013,10,256,53,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Molise,30,176,3,39,26,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
P.A. Bolzano,47,500,3,100,20,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
P.A. Trento,59,517,3,90,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Piemonte,688,6794,20,628,99,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Puglia,649,2923,39,503,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Sardegna,342,1602,26,204,16,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Sicilia,1012,3747,65,849,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Toscana,799,5033,41,570,10,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Umbria,278,662,7,86,41,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Valle d'Aosta,17,163,2,34,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Veneto,624,6000,28,1000,0,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
Italia,10256,64873,466,9434,548,Dati della Protezione Civile del 11 Aprile 2022 ore 20:10
