Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,452,1476,47,189,0,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Basilicata,71,424,1,88,13,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Calabria,256,913,25,152,25,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Campania,1468,4459,100,620,36,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Emilia-Romagna,2046,6126,188,757,0,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Friuli Venezia Giulia,550,1277,64,175,0,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Lazio,2308,6421,273,943,193,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Liguria,627,1736,64,217,12,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Lombardia,3539,10476,362,1200,330,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Marche,529,1174,76,233,40,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Molise,62,221,11,39,0,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
P.A. Bolzano,249,560,35,100,0,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
P.A. Trento,144,594,32,90,15,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Piemonte,2065,5824,143,628,99,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Puglia,1420,3448,158,460,80,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Sardegna,398,1602,28,201,35,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Sicilia,1286,4051,187,832,196,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Toscana,642,5033,112,552,11,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Umbria,372,785,66,130,2,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Valle d'Aosta,27,227,3,20,12,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Veneto,1232,6000,176,1000,0,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
Italia,19743,62827,2151,8626,1099,Dati della Protezione Civile del 04 Febbraio 2021 ore 18:55
