Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,179,1324,21,181,14,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Basilicata,65,354,1,79,13,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Calabria,308,1055,28,189,9,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Campania,686,4190,55,583,123,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Emilia-Romagna,1359,9001,124,889,0,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Friuli Venezia Giulia,275,1277,28,175,0,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Lazio,1154,6421,153,943,243,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Liguria,494,1764,48,219,12,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Lombardia,1945,10457,222,1530,0,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Marche,223,995,47,252,51,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Molise,19,176,1,39,26,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
P.A. Bolzano,72,500,17,100,20,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
P.A. Trento,104,517,20,90,0,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Piemonte,1242,5824,108,628,99,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Puglia,278,2704,31,493,0,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Sardegna,142,1602,15,204,16,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Sicilia,768,3659,102,854,0,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Toscana,653,5033,81,570,26,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Umbria,133,662,8,86,41,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Valle d'Aosta,32,99,3,33,0,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Veneto,1134,6000,184,1000,0,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Italia,11265,63614,1297,9137,693,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
