Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,428,1324,36,181,14,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Basilicata,96,354,5,79,14,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Calabria,401,1090,24,202,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Campania,1391,4476,89,812,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Emilia-Romagna,2701,9001,149,889,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Friuli Venezia Giulia,519,1277,42,175,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Lazio,2145,6421,206,943,243,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Liguria,727,1824,33,221,12,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Lombardia,3016,10457,251,1810,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Marche,322,1027,62,256,49,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Molise,37,176,3,39,26,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
P.A. Bolzano,126,500,13,100,20,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
P.A. Trento,149,517,24,90,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Piemonte,2111,6794,127,628,99,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Puglia,728,2882,59,503,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Sardegna,376,1602,33,204,16,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Sicilia,1496,3830,141,848,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Toscana,1365,5033,112,570,8,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Umbria,212,662,11,86,41,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Valle d'Aosta,64,163,7,34,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Veneto,1503,6000,157,1000,0,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Italia,19913,65410,1584,9670,542,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
