Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,82,1324,6,181,14,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Basilicata,24,362,1,88,13,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Calabria,109,967,9,174,3,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Campania,290,3511,17,555,189,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Emilia-Romagna,363,7920,40,889,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Friuli Venezia Giulia,127,1277,19,175,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Lazio,535,6421,68,943,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Liguria,102,1705,9,217,12,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Lombardia,409,6369,45,1530,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Marche,70,966,21,238,56,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Molise,6,176,1,39,26,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
P.A. Bolzano,68,500,5,100,20,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
P.A. Trento,20,517,2,90,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Piemonte,243,5824,23,628,99,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Puglia,155,2722,19,482,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Sardegna,47,1602,8,204,16,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Sicilia,321,3607,47,861,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Toscana,271,5033,24,570,36,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Umbria,34,662,6,84,43,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Valle d'Aosta,5,83,0,33,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Veneto,228,6000,52,1000,0,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
Italia,3509,57548,422,9081,527,Dati della Protezione Civile del 11 Novembre 2021 ore 18:41
