Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,58,1324,5,177,23,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Basilicata,37,364,2,88,13,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Calabria,154,964,16,174,3,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Campania,241,3511,19,555,189,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Emilia-Romagna,385,7920,47,889,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Friuli Venezia Giulia,45,1277,6,175,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Lazio,389,6421,60,943,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Liguria,51,1696,8,217,12,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Lombardia,384,6369,58,1530,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Marche,55,971,20,212,60,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Molise,2,176,1,39,12,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
P.A. Bolzano,26,500,8,100,20,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
P.A. Trento,20,517,3,90,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Piemonte,183,5824,22,628,99,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Puglia,147,2741,16,482,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Sardegna,135,1602,13,204,16,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Sicilia,507,3737,65,886,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Toscana,256,5033,36,570,38,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Umbria,44,662,2,84,43,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Veneto,196,6000,43,1000,0,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
Italia,3317,57692,450,9076,528,Dati della Protezione Civile del 29 Settembre 2021 ore 19:08
