Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,649,1495,94,216,0,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Basilicata,122,422,14,88,13,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Calabria,244,913,32,152,25,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Campania,1547,4211,150,620,36,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Emilia-Romagna,3254,6441,354,760,0,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Friuli Venezia Giulia,504,1277,65,175,0,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Lazio,2172,6421,278,943,193,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Liguria,512,1794,64,224,10,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Lombardia,6068,12345,694,1416,114,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Marche,695,1176,118,233,40,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Molise,101,221,18,39,0,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
P.A. Bolzano,155,540,36,100,0,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
P.A. Trento,192,594,45,90,15,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Piemonte,2790,5824,251,628,99,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Puglia,1442,3623,175,569,80,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Sardegna,173,1602,26,208,35,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Sicilia,684,3896,99,834,196,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Toscana,1332,5033,217,599,15,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Umbria,391,852,80,139,2,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Valle d'Aosta,15,227,2,20,12,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Veneto,1111,6000,170,1000,0,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
Italia,24153,64907,2982,9053,885,Dati della Protezione Civile del 13 Marzo 2021 ore 17:41
