Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,458,1491,38,189,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Basilicata,92,420,6,88,6,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Calabria,260,918,14,152,25,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Campania,1422,4523,98,620,36,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Emilia-Romagna,2642,5795,220,757,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Friuli Venezia Giulia,645,1277,56,175,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Lazio,2820,6421,307,943,194,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Liguria,718,1681,61,218,12,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Lombardia,3791,12087,512,1254,276,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Marche,454,1162,60,216,40,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Molise,57,221,8,34,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
P.A. Bolzano,153,466,20,77,2,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
P.A. Trento,374,604,45,90,15,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Piemonte,3042,5824,205,628,99,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Puglia,1494,3471,139,458,84,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Sardegna,497,1653,44,180,27,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Sicilia,1064,4143,175,799,196,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Toscana,890,5033,164,574,3,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Umbria,268,765,34,130,2,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Valle d'Aosta,95,176,4,33,4,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Veneto,2696,6000,355,1000,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Italia,23932,64131,2565,8615,1021,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
