Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,83,1324,12,177,14,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Basilicata,24,362,1,88,13,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Calabria,117,967,11,174,3,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Campania,302,3511,21,555,189,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Emilia-Romagna,433,7920,42,889,0,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Friuli Venezia Giulia,168,1277,25,175,0,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Lazio,605,6421,74,943,243,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Liguria,107,1707,11,217,12,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Lombardia,524,6369,51,1530,0,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Marche,67,966,24,238,55,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Molise,1,176,1,39,26,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
P.A. Bolzano,70,500,9,100,20,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
P.A. Trento,26,517,4,90,0,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Piemonte,287,5824,20,628,99,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Puglia,166,2722,21,482,0,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Sardegna,44,1602,9,204,16,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Sicilia,351,3620,47,859,0,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Toscana,267,5033,34,570,36,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Umbria,40,662,5,84,43,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Valle d'Aosta,7,83,1,33,0,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Veneto,281,6000,58,1000,0,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
Italia,3970,57563,481,9075,769,Dati della Protezione Civile del 16 Novembre 2021 ore 18:34
