Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,382,1426,39,187,0,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Basilicata,168,440,6,88,13,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Calabria,473,973,48,156,25,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Campania,1462,4304,137,620,36,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Emilia-Romagna,1764,6538,234,760,0,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Friuli Venezia Giulia,250,1277,30,175,0,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Lazio,2245,6421,291,943,193,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Liguria,479,1838,67,226,12,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Lombardia,3597,11058,557,1416,114,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Marche,419,1215,70,210,54,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Molise,44,221,9,39,0,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
P.A. Bolzano,62,450,3,100,0,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
P.A. Trento,73,557,20,90,15,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Piemonte,2170,5824,220,628,99,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Puglia,1658,3768,230,586,0,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Sardegna,365,1602,48,216,33,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Sicilia,1201,3846,168,835,196,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Toscana,1362,5033,254,622,19,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Umbria,169,749,33,117,2,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Valle d'Aosta,44,227,7,30,6,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Veneto,964,6000,169,1000,0,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Italia,19351,63767,2640,9044,817,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
