Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,87,1324,5,177,23,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Basilicata,44,366,3,88,13,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Calabria,171,953,14,172,3,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Campania,347,NaN,25,NaN,NaN,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Emilia-Romagna,395,7920,49,889,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Friuli Venezia Giulia,53,1277,13,175,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Lazio,446,6421,67,943,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Liguria,70,1695,10,218,12,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Lombardia,352,6369,51,1530,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Marche,59,971,20,212,61,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Molise,11,176,0,39,26,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
P.A. Bolzano,19,500,5,100,20,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
P.A. Trento,19,517,0,90,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Piemonte,159,5824,20,628,99,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Puglia,228,2741,20,482,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Sardegna,227,1602,24,204,16,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Sicilia,842,3691,115,869,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Toscana,397,5033,59,570,33,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Umbria,45,684,6,91,36,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Valle d'Aosta,0,83,0,33,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Veneto,193,6000,50,1000,0,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Italia,4164,54147,556,8510,342,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
