Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,41,1369,2,185,23,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Basilicata,29,450,0,88,13,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Calabria,85,906,11,146,25,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Campania,274,4045,23,581,75,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Emilia-Romagna,210,6538,34,760,0,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Friuli Venezia Giulia,9,1277,0,175,0,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Lazio,285,6421,75,943,193,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Liguria,27,1713,8,219,12,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Lombardia,389,7002,73,1416,114,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Marche,30,1042,6,211,57,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Molise,7,221,0,39,0,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
P.A. Bolzano,7,391,3,100,0,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
P.A. Trento,8,517,3,60,15,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Piemonte,208,5824,25,628,99,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Puglia,173,3433,16,549,0,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Sardegna,53,1602,4,216,33,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Sicilia,226,3129,25,664,196,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Toscana,126,5033,38,455,30,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Umbria,26,671,3,97,30,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Veneto,75,6000,13,1000,0,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Italia,2289,57665,362,8562,921,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
