Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,161,1369,17,185,23,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Basilicata,70,440,4,88,13,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Calabria,274,952,19,152,25,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Campania,782,4139,73,620,36,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Emilia-Romagna,622,6538,111,760,0,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Friuli Venezia Giulia,41,1277,8,175,0,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Lazio,1061,6421,165,943,193,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Liguria,142,1781,36,226,12,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Lombardia,1299,8396,260,1416,114,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Marche,132,1174,34,210,54,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Molise,11,221,4,39,0,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
P.A. Bolzano,20,429,4,100,0,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
P.A. Trento,28,517,13,90,15,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Piemonte,765,5824,90,628,99,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Puglia,686,3772,81,560,0,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Sardegna,155,1602,18,216,33,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Sicilia,535,3732,81,820,196,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Toscana,499,5033,119,531,24,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Umbria,79,687,10,116,0,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Valle d'Aosta,9,227,0,30,6,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Veneto,336,6000,59,1000,0,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
Italia,7707,60531,1206,8905,843,Dati della Protezione Civile del 27 Maggio 2021 ore 18:38
