Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,657,1496,65,189,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Basilicata,122,437,15,88,13,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Calabria,370,930,24,152,25,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Campania,1789,4681,140,620,36,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Emilia-Romagna,2845,5594,229,757,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Friuli Venezia Giulia,652,1277,62,175,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Lazio,3036,6421,339,943,194,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Liguria,822,1750,85,223,12,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Lombardia,5613,13907,748,1355,175,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Marche,501,1209,86,195,65,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Molise,53,221,7,34,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
P.A. Bolzano,239,534,31,77,2,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
P.A. Trento,431,604,48,90,15,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Piemonte,4069,5824,310,628,99,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Puglia,1600,3447,200,456,84,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Sardegna,610,1653,63,181,27,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Sicilia,1342,4254,197,808,196,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Toscana,1323,5033,247,595,1,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Umbria,310,758,55,130,2,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Valle d'Aosta,98,189,10,33,4,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Veneto,2606,6000,330,1000,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
Italia,29088,66219,3291,8729,950,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14
