Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,112,1382,4,181,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Basilicata,48,360,1,79,14,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Calabria,161,978,5,183,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Campania,361,3939,23,573,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Emilia-Romagna,862,9001,31,889,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Friuli Venezia Giulia,148,1277,8,175,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Lazio,552,6421,52,943,243,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Liguria,166,1635,4,218,12,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Lombardia,741,10457,15,1810,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Marche,73,983,3,230,49,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Molise,9,176,2,39,26,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
P.A. Bolzano,58,500,1,100,20,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
P.A. Trento,42,517,0,90,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Piemonte,279,6794,9,628,99,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Puglia,269,2729,9,405,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Sardegna,106,1602,7,204,16,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Sicilia,703,3602,23,790,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Toscana,337,5033,12,570,19,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Umbria,128,662,2,86,41,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Valle d'Aosta,9,85,0,13,21,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Veneto,368,6000,16,1000,0,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
Italia,5532,64133,227,9206,560,Dati della Protezione Civile del 26 Giugno 2022 ore 23:45
