Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,73,1324,7,177,23,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Basilicata,46,364,4,88,13,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Calabria,177,964,16,174,3,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Campania,332,3511,22,555,189,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Emilia-Romagna,450,7920,44,889,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Friuli Venezia Giulia,47,1277,9,175,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Lazio,439,6421,59,943,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Liguria,87,1671,8,218,12,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Lombardia,435,6369,59,1530,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Marche,56,971,27,212,61,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Molise,7,176,2,39,26,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
P.A. Bolzano,25,500,8,100,20,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
P.A. Trento,20,517,1,90,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Piemonte,196,5824,24,628,99,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Puglia,186,2741,19,482,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Sardegna,194,1602,24,204,16,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Sicilia,732,3736,98,883,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Toscana,354,5033,52,570,35,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Umbria,41,684,7,91,36,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Veneto,228,6000,50,1000,0,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Italia,4128,57688,540,9081,533,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
