Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,28,1369,1,185,23,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Basilicata,25,412,0,88,13,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Calabria,72,906,7,146,25,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Campania,240,3885,20,581,75,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Emilia-Romagna,188,6538,29,760,0,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Friuli Venezia Giulia,13,1277,0,175,0,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Lazio,224,6421,64,943,193,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Liguria,22,1696,8,221,12,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Lombardia,298,6928,63,1416,114,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Marche,24,984,6,209,57,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Molise,8,221,0,36,0,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
P.A. Bolzano,4,391,4,100,0,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
P.A. Trento,8,517,3,60,15,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Piemonte,195,5824,16,628,99,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Puglia,150,3433,17,549,0,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Sardegna,40,1602,4,216,33,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Sicilia,175,3082,23,664,196,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Toscana,105,5033,27,452,30,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Umbria,18,671,3,97,30,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Veneto,61,6000,11,1000,0,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
Italia,1899,57271,306,8556,921,Dati della Protezione Civile del 25 Giugno 2021 ore 19:47
