Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,67,1324,6,181,19,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Basilicata,25,364,0,88,13,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Calabria,98,966,8,174,3,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Campania,264,3511,21,555,189,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Emilia-Romagna,315,7920,30,889,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Friuli Venezia Giulia,87,1277,18,175,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Lazio,438,6421,58,943,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Liguria,74,1715,11,217,12,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Lombardia,317,6369,49,1530,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Marche,61,966,20,214,62,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Molise,5,176,1,39,26,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
P.A. Bolzano,59,500,3,100,20,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
P.A. Trento,25,517,2,90,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Piemonte,215,5824,21,628,99,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Puglia,142,2745,16,482,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Sardegna,40,1602,7,204,16,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Sicilia,305,3744,40,896,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Toscana,269,5033,28,570,36,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Umbria,40,662,7,84,43,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Valle d'Aosta,4,83,0,33,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Veneto,179,6000,35,1000,0,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
Italia,3029,57719,381,9092,538,Dati della Protezione Civile del 03 Novembre 2021 ore 18:06
