Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,247,1382,3,181,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Basilicata,97,368,0,79,14,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Calabria,315,1008,11,183,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Campania,704,3907,29,573,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Emilia-Romagna,1391,9001,46,889,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Friuli Venezia Giulia,201,1277,6,175,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Lazio,884,6421,63,943,243,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Liguria,368,1649,10,218,12,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Lombardia,1383,10457,36,1810,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Marche,166,983,8,230,50,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Molise,18,176,1,39,26,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
P.A. Bolzano,93,500,1,100,20,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
P.A. Trento,85,517,1,90,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Piemonte,532,6794,13,628,99,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Puglia,443,2749,22,405,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Sardegna,157,1602,9,204,16,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Sicilia,996,3665,47,792,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Toscana,679,5033,25,570,20,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Umbria,266,662,8,86,41,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Valle d'Aosta,18,85,1,13,21,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Veneto,681,6000,35,1000,0,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
Italia,9724,64236,375,9208,562,Dati della Protezione Civile del 12 Luglio 2022 ore 23:45
