Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,445,1491,41,189,0,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Basilicata,97,434,3,88,13,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Calabria,242,910,19,152,25,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Campania,1362,4508,98,620,36,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Emilia-Romagna,2657,6126,234,757,0,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Friuli Venezia Giulia,658,1277,61,175,0,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Lazio,2824,6421,309,943,194,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Liguria,696,1709,71,218,12,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Lombardia,3267,11711,489,1250,280,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Marche,479,1158,67,216,40,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Molise,52,221,10,34,0,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
P.A. Bolzano,186,453,24,77,2,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
P.A. Trento,382,604,44,90,15,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Piemonte,2786,5824,188,628,99,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Puglia,1476,3426,136,458,80,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Sardegna,473,1694,43,180,27,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Sicilia,1137,4166,184,799,196,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Toscana,834,5033,147,562,3,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Umbria,268,765,48,130,2,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Valle d'Aosta,66,175,2,20,12,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Veneto,2688,6000,365,1000,0,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Italia,23075,64106,2583,8586,1036,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
