Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,68,1324,7,181,14,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Basilicata,29,362,0,88,13,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Calabria,113,966,9,174,3,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Campania,266,3511,18,555,189,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Emilia-Romagna,329,7920,36,889,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Friuli Venezia Giulia,115,1277,17,175,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Lazio,482,6421,59,943,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Liguria,88,1717,9,217,12,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Lombardia,338,6369,47,1530,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Marche,65,966,23,214,62,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Molise,5,176,1,39,26,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
P.A. Bolzano,56,500,4,100,20,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
P.A. Trento,20,517,2,90,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Piemonte,204,5824,21,628,99,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Puglia,146,2742,20,482,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Sardegna,46,1602,6,204,16,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Sicilia,320,3638,42,874,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Toscana,271,5033,27,570,36,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Umbria,42,662,6,84,43,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Valle d'Aosta,9,83,0,33,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Veneto,203,6000,44,1000,0,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Italia,3215,57610,398,9070,533,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
