Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,172,1324,24,181,14,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Basilicata,53,354,2,79,13,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Calabria,313,1042,28,187,11,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Campania,587,3858,37,550,138,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Emilia-Romagna,1305,9001,113,889,0,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Friuli Venezia Giulia,278,1277,27,175,0,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Lazio,1070,6421,147,943,243,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Liguria,505,1764,38,219,12,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Lombardia,1831,10457,191,1530,0,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Marche,218,980,43,252,51,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Molise,20,176,1,39,26,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
P.A. Bolzano,79,500,18,100,20,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
P.A. Trento,94,517,21,90,0,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Piemonte,1147,5824,99,628,99,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Puglia,203,2746,24,482,0,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Sardegna,142,1602,15,204,16,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Sicilia,703,3659,89,860,0,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Toscana,549,5033,78,570,21,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Umbria,114,662,8,86,41,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Valle d'Aosta,28,99,2,33,0,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Veneto,1167,6000,180,1000,0,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
Italia,10578,63296,1185,9097,705,Dati della Protezione Civile del 29 Dicembre 2021 ore 21:01
