Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,463,1491,40,189,0,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Basilicata,86,423,4,88,13,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Calabria,262,908,22,152,25,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Campania,1376,4568,107,620,36,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Emilia-Romagna,2679,6126,240,757,0,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Friuli Venezia Giulia,690,1277,62,175,0,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Lazio,2824,6421,310,943,194,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Liguria,702,1735,65,216,12,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Lombardia,3577,11571,456,1220,310,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Marche,529,1176,71,217,40,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Molise,53,221,9,34,0,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
P.A. Bolzano,208,455,24,77,2,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
P.A. Trento,333,604,48,90,15,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Piemonte,2689,5824,172,628,99,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Puglia,1376,3429,175,458,80,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Sardegna,496,1694,47,180,27,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Sicilia,1256,4167,205,813,196,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Toscana,792,5033,139,557,3,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Umbria,279,765,47,130,2,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Valle d'Aosta,50,244,1,20,12,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Veneto,2540,6000,349,1000,0,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Italia,23260,64132,2593,8564,1066,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
