Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,551,1476,63,189,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Basilicata,72,416,7,88,13,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Calabria,179,913,18,152,25,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Campania,1301,4158,107,620,36,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Emilia-Romagna,1902,6126,176,757,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Friuli Venezia Giulia,384,1277,59,175,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Lazio,2044,6421,239,943,193,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Liguria,569,1794,60,216,18,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Lombardia,3740,10272,363,1248,282,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Marche,534,1176,78,233,40,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Molise,77,221,12,39,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
P.A. Bolzano,254,554,39,100,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
P.A. Trento,162,584,26,90,15,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Piemonte,1875,5824,138,628,99,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Puglia,1314,3606,156,569,80,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Sardegna,302,1602,29,208,35,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Sicilia,961,3982,154,832,196,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Toscana,699,5033,137,554,12,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Umbria,471,850,83,141,2,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Valle d'Aosta,8,227,2,20,12,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Veneto,875,6000,97,1000,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
Italia,18274,62512,2043,8802,1058,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53
