Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,75,1324,11,181,19,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Basilicata,25,362,1,88,13,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Calabria,112,967,9,174,3,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Campania,285,3511,18,555,189,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Emilia-Romagna,388,7920,39,889,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Friuli Venezia Giulia,143,1277,20,175,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Lazio,550,6421,69,943,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Liguria,95,1703,8,217,12,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Lombardia,430,6369,51,1530,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Marche,67,966,20,238,56,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Molise,4,176,1,39,26,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
P.A. Bolzano,66,500,8,100,20,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
P.A. Trento,18,517,3,90,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Piemonte,253,5824,24,628,99,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Puglia,160,2722,19,482,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Sardegna,44,1602,8,204,16,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Sicilia,320,3620,50,859,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Toscana,260,5033,33,570,36,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Umbria,36,662,6,84,43,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Valle d'Aosta,8,83,0,33,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Veneto,258,6000,55,1000,0,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
Italia,3597,57559,453,9079,532,Dati della Protezione Civile del 13 Novembre 2021 ore 19:10
