Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,119,1324,8,181,14,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Basilicata,18,364,0,79,13,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Calabria,159,979,20,181,3,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Campania,342,3528,22,520,219,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Emilia-Romagna,807,8336,81,889,0,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Friuli Venezia Giulia,303,1277,28,175,0,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Lazio,769,6421,106,943,243,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Liguria,192,1688,26,221,12,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Lombardia,1041,7945,134,1530,0,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Marche,105,966,31,250,55,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Molise,14,176,1,39,26,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
P.A. Bolzano,99,500,17,100,20,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
P.A. Trento,63,517,12,90,0,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Piemonte,463,5824,39,628,99,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Puglia,136,2722,17,482,0,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Sardegna,90,1602,9,204,16,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Sicilia,327,3581,46,864,0,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Toscana,266,5033,46,570,32,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Umbria,40,662,8,88,39,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Valle d'Aosta,20,99,1,33,0,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Veneto,705,6000,124,1000,0,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Italia,6078,59544,776,9067,791,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
