Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,18,1324,1,185,23,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Basilicata,19,342,0,88,13,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Calabria,45,818,5,152,25,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Campania,184,3832,12,569,87,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Emilia-Romagna,139,6538,12,760,0,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Friuli Venezia Giulia,8,1277,0,175,0,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Lazio,150,6421,29,943,193,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Liguria,14,1700,6,212,12,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Lombardia,135,6369,28,1416,114,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Marche,16,951,3,209,57,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Molise,1,176,0,39,0,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
P.A. Bolzano,4,389,0,100,0,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
P.A. Trento,4,517,0,60,15,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Piemonte,52,5824,3,628,99,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Puglia,77,2799,9,462,0,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Sardegna,60,1602,4,216,33,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Sicilia,158,3002,22,643,196,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Toscana,77,5033,13,570,37,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Umbria,11,671,1,97,30,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Veneto,62,6000,10,1000,0,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Italia,1234,55652,158,8539,940,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
