Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,24,1324,0,185,23,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Basilicata,13,342,0,88,13,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Calabria,50,818,4,151,25,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Campania,180,3832,11,569,87,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Emilia-Romagna,150,6538,9,760,0,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Friuli Venezia Giulia,9,1277,2,175,0,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Lazio,211,6421,32,943,193,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Liguria,31,1708,6,216,12,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Lombardia,150,6369,27,1416,114,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Marche,15,951,3,209,57,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Molise,1,176,0,39,0,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
P.A. Bolzano,3,391,0,100,0,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
P.A. Trento,5,517,0,60,15,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Piemonte,58,5824,3,628,99,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Puglia,78,2799,9,462,0,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Sardegna,53,1602,10,216,33,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Sicilia,192,2898,29,644,196,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Toscana,96,5033,16,570,37,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Umbria,11,671,2,97,30,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Valle d'Aosta,1,67,0,15,6,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Veneto,61,6000,15,1000,0,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Italia,1392,55558,178,8543,940,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
