Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,146,1369,17,185,23,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Basilicata,69,444,3,88,13,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Calabria,260,954,18,152,25,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Campania,761,4145,69,620,36,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Emilia-Romagna,560,6538,109,760,0,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Friuli Venezia Giulia,41,1277,6,175,0,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Lazio,1011,6421,159,943,193,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Liguria,126,1751,37,228,12,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Lombardia,1233,8142,248,1416,114,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Marche,128,1174,30,210,54,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Molise,11,221,4,39,0,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
P.A. Bolzano,17,429,4,100,0,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
P.A. Trento,22,517,14,90,15,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Piemonte,653,5824,86,628,99,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Puglia,648,3772,74,560,0,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Sardegna,150,1602,16,216,33,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Sicilia,512,3527,73,777,196,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Toscana,455,5033,110,517,24,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Umbria,73,687,8,116,0,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Valle d'Aosta,8,227,0,30,6,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Veneto,308,6000,57,1000,0,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Italia,7192,60054,1142,8850,843,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
