Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,29,1369,1,185,23,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Calabria,46,798,2,151,25,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Campania,198,3828,15,575,81,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Emilia-Romagna,151,6538,14,760,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Friuli Venezia Giulia,3,1277,1,175,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Lazio,133,6421,25,943,193,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Liguria,6,1703,6,213,12,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Lombardia,128,6369,36,1416,114,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Marche,8,951,2,209,57,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Molise,1,176,0,32,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Piemonte,62,5824,3,628,99,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Puglia,73,2799,9,462,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Sardegna,39,1602,2,216,33,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Sicilia,140,3040,18,655,196,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Toscana,66,5033,14,451,34,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Umbria,8,671,1,97,30,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Veneto,38,6000,7,1000,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
Italia,1149,55802,158,8446,931,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26
