Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,609,1473,78,204,0,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Basilicata,85,420,5,88,13,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Calabria,186,913,17,152,25,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Campania,1305,4144,131,620,36,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Emilia-Romagna,2058,6126,203,757,0,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Friuli Venezia Giulia,335,1277,56,175,0,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Lazio,1807,6421,227,943,193,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Liguria,493,1795,52,216,18,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Lombardia,4024,10398,407,1416,114,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Marche,559,1176,84,233,40,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Molise,109,221,15,39,0,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
P.A. Bolzano,225,546,34,100,0,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
P.A. Trento,168,584,36,90,15,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Piemonte,1909,5824,162,628,99,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Puglia,1253,3622,165,569,80,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Sardegna,229,1602,22,208,35,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Sicilia,799,3939,131,834,196,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Toscana,853,5033,159,576,24,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Umbria,448,851,77,141,2,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Valle d'Aosta,10,227,1,20,12,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Veneto,793,6000,106,1000,0,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
Italia,18257,62592,2168,9009,902,Dati della Protezione Civile del 25 Febbraio 2021 ore 19:19
