Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,496,1476,52,189,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Basilicata,82,410,5,88,13,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Calabria,235,913,27,152,25,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Campania,1486,4389,103,620,36,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Emilia-Romagna,1937,6126,183,757,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Friuli Venezia Giulia,481,1277,65,175,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Lazio,2233,6421,260,943,193,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Liguria,607,1790,62,217,18,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Lombardia,3564,10336,371,1248,282,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Marche,534,1176,72,233,40,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Molise,66,221,9,39,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
P.A. Bolzano,250,553,34,100,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
P.A. Trento,142,584,29,90,15,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Piemonte,2003,5824,153,628,99,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Puglia,1488,3561,167,569,80,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Sardegna,365,1602,32,208,35,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Sicilia,1108,4042,170,832,196,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Toscana,700,5033,115,552,11,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Umbria,426,806,80,141,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Valle d'Aosta,15,227,3,20,12,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Veneto,1062,6000,136,1000,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
Italia,19280,62767,2128,8801,1055,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46
