Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,43,1324,1,177,23,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Basilicata,23,346,1,88,13,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Calabria,84,778,4,169,2,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Campania,249,3832,14,548,195,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Emilia-Romagna,290,6538,26,760,0,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Friuli Venezia Giulia,23,1277,2,175,0,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Lazio,398,6421,54,943,243,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Liguria,48,1670,15,214,12,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Lombardia,276,6369,35,1416,114,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Marche,45,951,6,209,61,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Molise,2,176,1,39,26,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
P.A. Bolzano,8,391,2,100,20,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
P.A. Trento,15,517,1,90,0,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Piemonte,90,5824,4,628,99,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Puglia,97,2784,14,464,0,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Sardegna,109,1602,22,196,39,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Sicilia,418,3145,54,731,196,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Toscana,235,5033,23,570,38,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Umbria,25,684,1,91,36,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Veneto,150,6000,19,1000,0,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
Italia,2631,55745,299,8641,1117,Dati della Protezione Civile del 08 Agosto 2021 ore 18:05
