Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,61,1324,6,177,23,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Basilicata,36,376,1,88,13,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Calabria,110,797,11,169,2,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Campania,327,3832,18,548,195,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Emilia-Romagna,361,6538,44,760,0,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Friuli Venezia Giulia,26,1277,7,175,0,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Lazio,505,6421,66,943,243,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Liguria,75,1682,12,218,12,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Lombardia,320,6369,39,1416,114,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Marche,39,951,8,213,61,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Molise,7,176,1,39,26,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
P.A. Bolzano,17,391,1,100,20,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
P.A. Trento,21,517,2,90,0,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Piemonte,132,5824,12,628,99,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Puglia,137,2731,23,482,0,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Sardegna,158,1602,18,204,16,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Sicilia,607,3669,77,762,196,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Toscana,309,5033,38,570,42,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Umbria,45,684,4,91,36,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Valle d'Aosta,4,83,0,33,0,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Veneto,175,6000,35,1000,0,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Italia,3472,56277,423,8706,1098,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
