Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia30,sopraSoglia
Molise,66,221,10,34,0,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITF2,2,29.411765,
P.A. Bolzano,442,461,41,77,2,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITH1,2,53.246753,◼
P.A. Trento,421,604,41,90,15,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITH2,2,45.555556,◼
Piemonte,5095,5824,403,628,99,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITC1,2,64.171975,◼
Puglia,1483,3286,210,452,70,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITF4,2,46.460177,◼
Sardegna,515,1547,76,185,33,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITG2,2,41.081081,◼
Sicilia,1574,4251,250,832,196,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITG1,2,30.048077,◼
Toscana,1754,5033,286,612,3,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITI1,2,46.732026,◼
Umbria,361,727,70,130,2,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITI2,2,53.846154,◼
Valle d'Aosta,137,209,16,37,0,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITC2,2,43.243243,◼
Veneto,2422,6000,305,1000,0,Dati della Protezione Civile del 25 Novembre 2020 ore 20:26,2020-11-25,ITH3,2,30.500000,◼
Abruzzo,694,1343,74,183,0,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF1,2,40.437158,◼
Basilicata,156,443,22,90,19,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF5,2,24.444444,
Calabria,428,868,45,152,25,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF6,2,29.605263,
Campania,2212,5289,200,590,66,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF3,2,33.898305,◼
Emilia-Romagna,2679,5540,258,747,10,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH5,2,34.538153,◼
Friuli Venezia Giulia,599,1277,55,175,0,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH4,2,31.428571,◼
Lazio,3408,6411,352,943,194,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITI4,2,37.327678,◼
Liguria,1075,1898,114,227,12,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITC3,2,50.220264,◼
Lombardia,7996,15604,934,1459,71,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITC4,2,64.016450,◼
Marche,586,1189,90,196,65,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITI3,2,45.918367,◼
Molise,69,221,9,34,0,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF2,2,26.470588,
P.A. Bolzano,434,448,40,77,2,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH1,2,51.948052,◼
P.A. Trento,417,604,43,90,15,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH2,2,47.777778,◼
Piemonte,4992,5824,403,628,99,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITC1,2,64.171975,◼
Puglia,1577,3286,211,452,70,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITF4,2,46.681416,◼
Sardegna,535,1571,73,181,27,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITG2,2,40.331492,◼
Sicilia,1545,4251,253,832,196,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITG1,2,30.408654,◼
Toscana,1712,5033,281,612,3,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITI1,2,45.915033,◼
Umbria,349,727,68,130,2,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITI2,2,52.307692,◼
Valle d'Aosta,128,209,17,33,4,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITC2,2,51.515152,◼
Veneto,2447,6000,304,1000,0,Dati della Protezione Civile del 26 Novembre 2020 ore 19:55,2020-11-26,ITH3,2,30.400000,◼
Abruzzo,675,1496,73,189,0,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF1,2,38.624339,◼
Basilicata,134,429,19,88,13,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF5,2,21.590909,
Calabria,379,886,29,155,25,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF6,2,18.709677,
Campania,1558,4545,165,620,36,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF3,2,26.612903,
Emilia-Romagna,2707,5554,243,747,10,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH5,2,32.530120,◼
Friuli Venezia Giulia,640,1277,58,175,0,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH4,2,33.142857,◼
Lazio,3075,6421,349,943,194,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITI4,2,37.009544,◼
Liguria,897,1803,93,222,12,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITC3,2,41.891892,◼
Lombardia,6554,14336,805,1386,144,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITC4,2,58.080808,◼
Marche,506,1188,84,193,65,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITI3,2,43.523316,◼
Molise,61,221,9,34,0,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF2,2,26.470588,
P.A. Bolzano,410,557,31,77,2,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH1,2,40.259740,◼
P.A. Trento,404,604,48,90,15,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH2,2,53.333333,◼
Piemonte,4276,5824,366,628,99,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITC1,2,58.280255,◼
Puglia,1576,3447,220,456,70,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITF4,2,48.245614,◼
Sardegna,607,1653,67,181,27,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITG2,2,37.016575,◼
Sicilia,1400,4256,215,808,196,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITG1,2,26.608911,
Toscana,1373,5033,261,605,1,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITI1,2,43.140496,◼
Umbria,330,758,61,130,2,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITI2,2,46.923077,◼
Valle d'Aosta,107,220,9,33,4,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITC2,2,27.272727,
Veneto,2489,6000,312,1000,0,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31,2020-12-05,ITH3,2,31.200000,◼
Abruzzo,667,1496,71,189,0,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF1,2,37.566138,◼
Basilicata,119,429,18,88,13,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF5,2,20.454545,
Calabria,390,886,32,155,25,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF6,2,20.645161,
Campania,1916,4498,155,620,36,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF3,2,25.000000,
Emilia-Romagna,2736,5554,241,747,10,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH5,2,32.262383,◼
Friuli Venezia Giulia,652,1277,59,175,0,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH4,2,33.714286,◼
Lazio,3136,6421,340,943,194,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITI4,2,36.055143,◼
Liguria,868,1789,92,222,12,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITC3,2,41.441441,◼
Lombardia,6372,14298,807,1381,149,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITC4,2,58.435916,◼
Marche,518,1191,82,195,65,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITI3,2,42.051282,◼
Molise,56,221,10,34,0,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF2,2,29.411765,
P.A. Bolzano,410,559,32,77,2,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH1,2,41.558442,◼
P.A. Trento,414,604,48,90,15,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH2,2,53.333333,◼
Piemonte,4239,5824,359,628,99,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITC1,2,57.165605,◼
Puglia,1613,3447,203,456,26,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITF4,2,44.517544,◼
Sardegna,616,1663,64,181,27,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITG2,2,35.359116,◼
Sicilia,1367,4256,213,808,196,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITG1,2,26.361386,
Toscana,1360,5033,252,605,1,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITI1,2,41.652893,◼
Umbria,332,758,60,130,2,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITI2,2,46.153846,◼
Valle d'Aosta,102,204,8,33,4,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITC2,2,24.242424,
Veneto,2508,6000,308,1000,0,Dati della Protezione Civile del 06 Dicembre 2020 ore 21:16,2020-12-06,ITH3,2,30.800000,◼
Abruzzo,678,1496,73,189,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF1,2,38.624339,◼
Basilicata,124,454,16,88,13,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF5,2,18.181818,
Calabria,382,931,27,152,25,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF6,2,17.763158,
Campania,1840,4498,137,620,36,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF3,2,22.096774,
Emilia-Romagna,2805,5554,239,747,10,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH5,2,31.994645,◼
Friuli Venezia Giulia,665,1277,58,175,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH4,2,33.142857,◼
Lazio,3209,6421,340,943,194,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITI4,2,36.055143,◼
Liguria,867,1789,92,222,12,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITC3,2,41.441441,◼
Lombardia,6362,14239,781,1376,154,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITC4,2,56.758721,◼
Marche,518,1191,82,195,65,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITI3,2,42.051282,◼
Molise,52,221,9,34,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF2,2,26.470588,
P.A. Bolzano,405,530,33,77,2,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH1,2,42.857143,◼
P.A. Trento,423,604,48,90,15,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH2,2,53.333333,◼
Piemonte,4243,5824,345,628,99,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITC1,2,54.936306,◼
Puglia,1608,3447,197,456,84,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITF4,2,43.201754,◼
Sardegna,619,1663,64,181,27,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITG2,2,35.359116,◼
Sicilia,1387,4259,205,808,196,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITG1,2,25.371287,
Toscana,1365,5033,253,605,1,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITI1,2,41.818182,◼
Umbria,338,758,56,130,2,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITI2,2,43.076923,◼
Valle d'Aosta,105,204,10,33,4,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITC2,2,30.303030,◼
Veneto,2529,6000,317,1000,0,Dati della Protezione Civile del 07 Dicembre 2020 ore 19:41,2020-12-07,ITH3,2,31.700000,◼
Abruzzo,658,1496,69,189,0,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF1,2,36.507937,◼
Basilicata,121,454,15,88,13,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF5,2,17.045455,
Calabria,376,930,25,152,25,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF6,2,16.447368,
Campania,1898,4498,140,620,36,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF3,2,22.580645,
Emilia-Romagna,2781,5594,234,747,10,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH5,2,31.325301,◼
Friuli Venezia Giulia,658,1277,64,175,0,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH4,2,36.571429,◼
Lazio,3091,6421,341,943,194,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITI4,2,36.161188,◼
Liguria,841,1789,91,222,12,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITC3,2,40.990991,◼
Lombardia,6187,14169,767,1377,153,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITC4,2,55.700799,◼
Marche,514,1191,87,195,65,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITI3,2,44.615385,◼
Molise,50,221,8,34,0,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF2,2,23.529412,
P.A. Bolzano,483,566,30,77,2,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH1,2,38.961039,◼
P.A. Trento,426,604,48,90,15,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH2,2,53.333333,◼
Piemonte,4124,5824,330,628,99,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITC1,2,52.547771,◼
Puglia,1605,3447,197,456,84,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITF4,2,43.201754,◼
Sardegna,616,1663,62,181,27,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITG2,2,34.254144,◼
Sicilia,1374,4257,199,806,196,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITG1,2,24.689826,
Toscana,1335,5033,253,606,1,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITI1,2,41.749175,◼
Umbria,318,758,57,130,2,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITI2,2,43.846154,◼
Valle d'Aosta,96,204,9,33,4,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITC2,2,27.272727,
Veneto,2529,6000,319,1000,0,Dati della Protezione Civile del 08 Dicembre 2020 ore 20:32,2020-12-08,ITH3,2,31.900000,◼
Abruzzo,666,1496,64,189,0,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF1,2,33.862434,◼
Basilicata,123,437,13,88,13,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF5,2,14.772727,
Calabria,374,930,25,152,25,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF6,2,16.447368,
Campania,1852,4681,138,620,36,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF3,2,22.258065,
Emilia-Romagna,2857,5594,233,747,10,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH5,2,31.191432,◼
Friuli Venezia Giulia,663,1277,63,175,0,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH4,2,36.000000,◼
Lazio,3109,6421,342,943,194,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITI4,2,36.267232,◼
Liguria,841,1759,88,222,12,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITC3,2,39.639640,◼
Lombardia,5727,14021,766,1375,155,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITC4,2,55.709091,◼
Marche,518,1192,85,195,65,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITI3,2,43.589744,◼
Molise,49,221,8,34,0,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF2,2,23.529412,
P.A. Bolzano,397,534,30,77,2,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH1,2,38.961039,◼
P.A. Trento,430,604,48,90,15,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH2,2,53.333333,◼
Piemonte,4102,5824,318,628,99,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITC1,2,50.636943,◼
Puglia,1639,3447,199,456,84,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITF4,2,43.640351,◼
Sardegna,621,1653,61,181,27,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITG2,2,33.701657,◼
Sicilia,1374,4254,198,808,196,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITG1,2,24.504950,
Toscana,1347,5033,253,610,1,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITI1,2,41.475410,◼
Umbria,323,758,56,130,2,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITI2,2,43.076923,◼
Valle d'Aosta,90,204,13,33,4,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITC2,2,39.393939,◼
Veneto,2551,6000,319,1000,0,Dati della Protezione Civile del 09 Dicembre 2020 ore 19:35,2020-12-09,ITH3,2,31.900000,◼
Abruzzo,657,1496,65,189,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF1,2,34.391534,◼
Basilicata,122,437,15,88,13,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF5,2,17.045455,
Calabria,370,930,24,152,25,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF6,2,15.789474,
Campania,1789,4681,140,620,36,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF3,2,22.580645,
Emilia-Romagna,2845,5594,229,757,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH5,2,30.250991,◼
Friuli Venezia Giulia,652,1277,62,175,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH4,2,35.428571,◼
Lazio,3036,6421,339,943,194,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITI4,2,35.949099,◼
Liguria,822,1750,85,223,12,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITC3,2,38.116592,◼
Lombardia,5613,13907,748,1355,175,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITC4,2,55.202952,◼
Marche,501,1209,86,195,65,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITI3,2,44.102564,◼
Molise,53,221,7,34,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF2,2,20.588235,
P.A. Bolzano,239,534,31,77,2,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH1,2,40.259740,◼
P.A. Trento,431,604,48,90,15,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH2,2,53.333333,◼
Piemonte,4069,5824,310,628,99,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITC1,2,49.363057,◼
Puglia,1600,3447,200,456,84,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITF4,2,43.859649,◼
Sardegna,610,1653,63,181,27,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITG2,2,34.806630,◼
Sicilia,1342,4254,197,808,196,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITG1,2,24.381188,
Toscana,1323,5033,247,595,1,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITI1,2,41.512605,◼
Umbria,310,758,55,130,2,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITI2,2,42.307692,◼
Valle d'Aosta,98,189,10,33,4,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITC2,2,30.303030,◼
Veneto,2606,6000,330,1000,0,Dati della Protezione Civile del 10 Dicembre 2020 ore 19:14,2020-12-10,ITH3,2,33.000000,◼
Abruzzo,647,1491,66,189,0,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF1,2,34.920635,◼
Basilicata,116,441,15,88,13,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF5,2,17.045455,
Calabria,365,929,21,152,25,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF6,2,13.815789,
Campania,1828,4681,144,620,36,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF3,2,23.225806,
Emilia-Romagna,2812,5594,231,757,0,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITH5,2,30.515192,◼
Friuli Venezia Giulia,644,1277,63,175,0,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITH4,2,36.000000,◼
Lazio,3026,6421,339,943,194,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITI4,2,35.949099,◼
Liguria,803,1752,84,222,12,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITC3,2,37.837838,◼
Lombardia,5417,13742,733,1336,194,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITC4,2,54.865269,◼
Marche,490,1209,86,195,65,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITI3,2,44.102564,◼
Molise,50,221,8,34,0,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF2,2,23.529412,
P.A. Bolzano,242,534,27,77,2,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITH1,2,35.064935,◼
P.A. Trento,411,604,47,90,15,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITH2,2,52.222222,◼
Piemonte,4005,5824,300,628,99,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITC1,2,47.770701,◼
Puglia,1595,3447,187,456,84,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITF4,2,41.008772,◼
Sardegna,595,1653,64,181,27,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02,2020-12-11,ITG2,2,35.359116,◼
