Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,418,1324,40,181,14,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Basilicata,91,352,4,79,14,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Calabria,435,1084,35,202,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Campania,1331,4506,99,686,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Emilia-Romagna,2465,9001,152,889,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Friuli Venezia Giulia,429,1277,40,175,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Lazio,1915,6421,202,943,243,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Liguria,725,1824,41,221,12,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Lombardia,3719,10457,271,1810,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Marche,292,1012,50,256,49,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Molise,18,176,1,39,26,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
P.A. Bolzano,104,500,16,100,20,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
P.A. Trento,145,517,20,90,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Piemonte,2056,6794,143,628,99,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Puglia,691,2869,63,499,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Sardegna,265,1602,30,204,16,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Sicilia,1403,3837,170,840,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Toscana,1330,5033,124,570,8,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Umbria,202,662,11,86,41,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Valle d'Aosta,78,143,6,33,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Veneto,1547,6000,180,1000,0,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Italia,19659,65391,1698,9531,542,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
