Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,529,1382,31,181,14,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Basilicata,92,350,6,79,13,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Calabria,378,1088,26,202,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Campania,1338,4476,82,827,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Emilia-Romagna,2285,9001,140,889,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Friuli Venezia Giulia,455,1277,40,175,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Lazio,2074,6421,184,943,243,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Liguria,682,1824,31,221,12,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Lombardia,2519,10457,197,1810,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Marche,316,1027,50,256,49,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Molise,42,176,5,39,26,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
P.A. Bolzano,134,500,10,100,20,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
P.A. Trento,158,517,19,90,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Piemonte,1922,6794,93,628,99,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Puglia,732,2911,67,503,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Sardegna,409,1602,28,204,16,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Sicilia,1385,3815,124,858,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Toscana,1277,5033,97,570,8,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Umbria,201,662,11,86,41,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Valle d'Aosta,49,163,3,34,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Veneto,1360,6000,132,1000,0,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
Italia,18337,65476,1376,9695,541,Dati della Protezione Civile del 08 Febbraio 2022 ore 17:56
