Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,85,1324,12,181,14,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Basilicata,24,362,2,88,13,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Calabria,124,967,10,174,3,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Campania,297,3511,21,555,189,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Emilia-Romagna,459,7920,41,889,0,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Friuli Venezia Giulia,178,1277,25,175,0,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Lazio,597,6421,77,943,243,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Liguria,108,1707,12,217,12,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Lombardia,556,6399,53,1530,0,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Marche,69,966,22,238,55,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Molise,4,176,1,39,26,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
P.A. Bolzano,70,500,8,100,20,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
P.A. Trento,23,517,5,90,0,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Piemonte,296,5824,24,628,99,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Puglia,160,2722,20,482,0,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Sardegna,43,1602,10,204,16,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Sicilia,351,3619,43,859,0,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Toscana,266,5033,39,570,35,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Umbria,39,662,6,84,43,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Valle d'Aosta,8,83,1,33,0,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Veneto,303,6000,54,1000,0,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
Italia,4060,57592,486,9079,768,Dati della Protezione Civile del 17 Novembre 2021 ore 18:22
