Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,91,1324,9,181,14,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Basilicata,18,360,1,88,13,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Calabria,116,967,12,174,3,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Campania,302,3519,22,520,219,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Emilia-Romagna,553,7920,63,889,0,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Friuli Venezia Giulia,229,1277,25,175,0,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Lazio,677,6421,84,943,243,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Liguria,123,1709,18,217,12,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Lombardia,736,6529,67,1530,0,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Marche,68,966,22,238,57,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Molise,9,176,1,39,26,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
P.A. Bolzano,81,500,8,100,20,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
P.A. Trento,48,517,5,90,0,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Piemonte,327,5824,29,628,99,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Puglia,151,2722,17,482,0,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Sardegna,48,1602,13,204,16,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Sicilia,340,3607,42,859,0,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Toscana,258,5033,45,570,34,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Umbria,47,662,7,84,43,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Valle d'Aosta,10,83,1,33,0,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Veneto,365,6000,69,1000,0,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
Italia,4597,57718,560,9044,799,Dati della Protezione Civile del 23 Novembre 2021 ore 18:31
