Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,565,1491,43,189,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Basilicata,96,458,10,88,13,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Calabria,290,929,21,152,25,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Campania,1598,4608,122,620,36,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Emilia-Romagna,2819,5594,206,757,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Friuli Venezia Giulia,594,1277,55,175,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Lazio,2773,6421,306,943,194,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Liguria,702,1659,71,217,12,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Lombardia,4495,12561,592,1273,257,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Marche,416,1209,65,191,65,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Molise,59,221,10,34,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
P.A. Bolzano,175,499,23,77,2,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
P.A. Trento,378,604,50,90,15,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Piemonte,3437,5824,234,628,99,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Puglia,1432,3469,177,456,84,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Sardegna,533,1653,52,180,27,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Sicilia,1071,4185,174,808,196,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Toscana,998,5033,189,576,3,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Umbria,261,758,41,130,2,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Valle d'Aosta,76,176,4,33,4,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Veneto,2596,6000,339,1000,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
Italia,25364,64629,2784,8617,1034,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44
