Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,631,1491,64,189,0,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Basilicata,114,441,14,88,13,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Calabria,352,929,22,152,25,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Campania,1794,4681,137,620,36,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Emilia-Romagna,2813,5594,222,757,0,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Friuli Venezia Giulia,654,1277,59,175,0,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Lazio,2969,6421,337,943,194,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Liguria,782,1752,77,222,12,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Lombardia,5289,13596,717,1339,191,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Marche,487,1209,86,195,65,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Molise,56,221,8,34,0,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
P.A. Bolzano,242,533,27,77,2,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
P.A. Trento,403,604,44,90,15,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Piemonte,3857,5824,304,628,99,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Puglia,1587,3447,194,456,84,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Sardegna,586,1653,61,181,27,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Sicilia,1243,4241,196,808,196,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Toscana,1221,5033,228,585,1,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Umbria,301,758,49,130,2,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Valle d'Aosta,76,176,8,33,4,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Veneto,2609,6000,345,1000,0,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Italia,28066,65881,3199,8702,966,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
