Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,199,1369,18,185,0,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Basilicata,100,444,9,88,13,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Calabria,347,970,26,152,25,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Campania,1118,4276,96,620,36,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Emilia-Romagna,1003,6538,149,760,0,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Friuli Venezia Giulia,65,1277,15,175,0,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Lazio,1519,6421,216,943,193,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Liguria,251,1771,50,226,12,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Lombardia,1992,9368,353,1416,114,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Marche,233,1230,47,210,61,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Molise,18,221,4,39,0,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
P.A. Bolzano,21,399,6,100,0,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
P.A. Trento,46,517,14,90,15,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Piemonte,1114,5824,139,628,99,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Puglia,1035,3768,124,586,0,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Sardegna,205,1602,40,216,33,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Sicilia,786,3847,108,834,196,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Toscana,802,5033,167,576,22,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Umbria,113,662,17,116,0,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Valle d'Aosta,26,227,3,30,6,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Veneto,546,6000,88,1000,0,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
Italia,11539,61764,1689,8990,825,Dati della Protezione Civile del 18 Maggio 2021 ore 18:14
