Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,130,1324,15,181,14,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Basilicata,41,360,0,79,13,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Calabria,256,989,28,186,6,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Campania,463,3658,31,550,138,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Emilia-Romagna,1121,9001,110,889,0,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Friuli Venezia Giulia,281,1277,26,175,0,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Lazio,917,6421,122,943,243,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Liguria,430,1735,32,219,12,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Lombardia,1408,10237,162,1530,0,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Marche,189,970,39,250,53,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Molise,13,176,2,39,26,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
P.A. Bolzano,82,500,21,100,20,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
P.A. Trento,99,517,22,90,0,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Piemonte,868,5824,67,628,99,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Puglia,166,2722,26,482,0,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Sardegna,127,1602,11,204,16,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Sicilia,568,3671,76,865,0,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Toscana,387,5033,66,570,29,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Umbria,65,662,8,86,41,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Valle d'Aosta,22,99,0,33,0,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Veneto,1089,6000,159,1000,0,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
Italia,8722,62778,1023,9099,710,Dati della Protezione Civile del 23 Dicembre 2021 ore 19:39
