Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,88,1369,6,185,23,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Basilicata,44,452,0,88,13,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Calabria,182,926,13,156,25,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Campania,553,4115,42,583,73,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Emilia-Romagna,386,6538,70,760,0,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Friuli Venezia Giulia,29,1277,3,175,0,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Lazio,645,6421,108,943,289,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Liguria,76,1699,21,215,12,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Lombardia,817,7527,145,1416,114,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Marche,83,1135,15,210,61,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Molise,6,221,0,39,0,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
P.A. Bolzano,12,431,1,100,0,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
P.A. Trento,19,517,6,90,15,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Piemonte,413,5824,55,628,99,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Puglia,343,3434,29,549,0,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Sardegna,100,1602,6,216,33,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Sicilia,368,3442,42,734,196,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Toscana,290,5033,84,478,26,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Umbria,44,681,5,116,0,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Valle d'Aosta,6,227,0,30,6,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Veneto,181,6000,37,1000,0,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
Italia,4685,58871,688,8711,985,Dati della Protezione Civile del 08 Giugno 2021 ore 18:34
