Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,75,1324,7,177,23,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Basilicata,49,364,4,88,13,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Calabria,163,964,18,174,3,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Campania,336,3511,21,555,189,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Emilia-Romagna,420,7920,45,889,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Friuli Venezia Giulia,44,1277,11,175,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Lazio,452,6421,64,943,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Liguria,90,1695,9,218,12,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Lombardia,416,6369,62,1530,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Marche,58,971,26,212,61,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Molise,10,176,1,39,26,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
P.A. Bolzano,21,500,7,100,20,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
P.A. Trento,20,517,1,90,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Piemonte,195,5824,24,628,99,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Puglia,193,2741,20,482,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Sardegna,213,1602,24,204,16,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Sicilia,792,3727,103,882,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Toscana,380,5033,56,570,34,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Umbria,49,684,7,91,36,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Veneto,222,6000,53,1000,0,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Italia,4200,57703,563,9080,532,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
