Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,114,1324,9,181,14,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Basilicata,12,364,0,79,13,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Calabria,137,979,18,181,3,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Campania,308,3528,25,520,219,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Emilia-Romagna,687,8336,75,889,0,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Friuli Venezia Giulia,284,1277,25,175,0,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Lazio,727,6421,88,943,243,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Liguria,164,1700,22,217,12,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Lombardia,912,6688,114,1530,0,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Marche,98,966,25,250,57,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Molise,12,176,1,39,26,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
P.A. Bolzano,92,500,12,100,20,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
P.A. Trento,52,517,8,90,0,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Piemonte,413,5824,34,628,99,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Puglia,126,2722,20,482,0,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Sardegna,73,1602,13,204,16,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Sicilia,311,3580,45,858,0,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Toscana,246,5033,48,570,33,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Umbria,44,662,9,88,39,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Valle d'Aosta,24,99,2,33,0,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Veneto,549,6000,115,1000,0,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
Italia,5385,58298,708,9057,794,Dati della Protezione Civile del 03 Dicembre 2021 ore 18:21
