Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,350,1324,41,181,14,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Basilicata,84,355,1,79,14,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Calabria,415,1032,31,189,8,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Campania,1191,4525,79,699,21,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Emilia-Romagna,2312,9001,148,889,0,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Friuli Venezia Giulia,369,1277,44,175,0,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Lazio,1675,6421,204,943,243,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Liguria,691,1827,43,220,12,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Lombardia,3469,10457,262,1530,0,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Marche,271,1012,58,256,49,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Molise,20,176,2,39,26,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
P.A. Bolzano,81,500,17,100,20,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
P.A. Trento,125,517,23,90,0,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Piemonte,1930,6794,147,628,99,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Puglia,530,2793,56,493,0,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Sardegna,227,1602,26,204,16,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Sicilia,1307,3820,165,843,0,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Toscana,1189,5033,126,570,12,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Umbria,204,662,12,86,41,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Valle d'Aosta,63,99,6,33,0,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Veneto,1516,6000,188,1000,0,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Italia,18019,65227,1679,9247,575,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
