Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,470,1476,51,189,0,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Basilicata,84,424,1,88,13,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Calabria,233,913,26,152,25,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Campania,1500,4459,105,620,36,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Emilia-Romagna,1950,6126,181,757,0,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Friuli Venezia Giulia,521,1277,63,175,0,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Lazio,2232,6421,264,943,193,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Liguria,608,1784,61,217,12,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Lombardia,3467,10391,358,1200,330,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Marche,528,1174,74,233,40,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Molise,69,221,11,39,0,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
P.A. Bolzano,242,557,35,100,0,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
P.A. Trento,136,594,26,90,15,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Piemonte,2017,5824,140,628,99,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Puglia,1434,3545,162,569,80,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Sardegna,382,1602,34,208,35,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Sicilia,1198,4050,178,832,196,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Toscana,650,5033,108,547,11,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Umbria,411,785,73,130,2,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Valle d'Aosta,24,227,3,20,12,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Veneto,1110,6000,153,1000,0,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
Italia,19266,62883,2107,8737,1099,Dati della Protezione Civile del 07 Febbraio 2021 ore 19:04
