Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,119,1324,11,181,14,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Basilicata,19,364,1,79,13,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Calabria,161,979,22,181,3,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Campania,345,3528,26,520,219,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Emilia-Romagna,921,9001,88,889,0,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Friuli Venezia Giulia,296,1277,26,175,0,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Lazio,786,6421,110,943,243,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Liguria,243,1703,30,221,12,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Lombardia,1124,7945,139,1530,0,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Marche,111,968,32,250,55,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Molise,10,176,1,39,26,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
P.A. Bolzano,88,500,19,100,20,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
P.A. Trento,79,517,16,90,0,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Piemonte,488,5824,44,628,99,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Puglia,129,2722,18,482,0,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Sardegna,96,1602,7,204,16,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Sicilia,346,3579,46,866,0,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Toscana,285,5033,49,570,32,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Umbria,45,662,7,88,39,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Valle d'Aosta,23,99,1,33,0,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Veneto,769,6000,123,1000,0,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Italia,6483,60224,816,9069,791,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
