Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,123,1324,12,181,14,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Basilicata,20,364,1,79,13,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Calabria,163,979,20,181,3,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Campania,365,3528,29,520,219,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Emilia-Romagna,946,9001,85,889,0,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Friuli Venezia Giulia,294,1277,27,175,0,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Lazio,782,6421,112,943,243,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Liguria,274,1703,27,221,12,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Lombardia,1108,7945,143,1530,0,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Marche,118,968,34,250,54,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Molise,9,176,2,39,26,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
P.A. Bolzano,92,500,19,100,20,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
P.A. Trento,81,517,18,90,0,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Piemonte,548,5824,48,628,99,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Puglia,129,2722,17,482,0,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Sardegna,96,1602,6,204,16,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Sicilia,387,3578,48,866,0,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Toscana,295,5033,47,570,33,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Umbria,45,662,7,88,39,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Valle d'Aosta,19,99,2,33,0,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Veneto,803,6000,125,1000,0,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
Italia,6697,60223,829,9069,791,Dati della Protezione Civile del 12 Dicembre 2021 ore 18:10
