Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,419,1426,44,187,0,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Basilicata,166,462,10,88,13,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Calabria,482,970,46,156,25,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Campania,1527,4304,141,620,36,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Emilia-Romagna,1861,6538,268,760,0,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Friuli Venezia Giulia,286,1277,37,175,0,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Lazio,2411,6421,331,943,193,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Liguria,526,1811,69,226,12,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Lombardia,3824,11656,601,1416,114,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Marche,478,1279,68,198,64,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Molise,42,221,14,39,0,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
P.A. Bolzano,65,460,6,100,0,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
P.A. Trento,89,557,26,90,15,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Piemonte,2404,5824,247,628,99,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Puglia,1723,3768,232,586,0,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Sardegna,362,1602,47,216,33,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Sicilia,1254,3852,174,835,196,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Toscana,1466,5033,262,627,16,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Umbria,169,807,31,117,2,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Valle d'Aosta,46,227,8,30,6,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Veneto,1035,6000,187,1000,0,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
Italia,20635,64495,2849,9037,824,Dati della Protezione Civile del 26 Aprile 2021 ore 18:04
