Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,130,1382,9,181,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Basilicata,42,358,1,79,13,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Calabria,156,971,5,177,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Campania,277,3878,9,575,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Emilia-Romagna,896,9001,30,889,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Friuli Venezia Giulia,148,1277,2,175,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Lazio,527,6421,41,943,243,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Liguria,205,1604,5,218,12,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Lombardia,605,10457,22,1810,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Marche,81,983,3,230,50,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Molise,17,176,0,39,26,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
P.A. Bolzano,40,500,1,100,20,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
P.A. Trento,68,517,1,90,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Piemonte,277,6794,7,628,99,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Puglia,208,2751,11,405,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Sardegna,91,1602,8,204,16,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Sicilia,401,3579,21,785,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Toscana,267,5033,10,570,13,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Umbria,141,662,4,86,41,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Valle d'Aosta,9,85,0,13,21,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Veneto,376,6000,17,1000,0,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
Italia,4962,64031,207,9197,554,Dati della Protezione Civile del 01 Settembre 2022 ore 23:45
