Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,400,1324,36,181,14,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Basilicata,86,351,2,79,14,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Calabria,446,1045,33,191,8,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Campania,1290,4506,92,782,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Emilia-Romagna,2441,9001,151,889,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Friuli Venezia Giulia,436,1277,42,175,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Lazio,1849,6421,207,943,243,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Liguria,726,1824,42,221,12,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Lombardia,3704,10457,267,1810,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Marche,288,1010,59,256,49,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Molise,23,176,1,39,26,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
P.A. Bolzano,101,500,18,100,20,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
P.A. Trento,151,517,21,90,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Piemonte,2059,6794,149,628,99,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Puglia,655,2852,64,499,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Sardegna,235,1602,27,204,16,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Sicilia,1389,3817,170,840,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Toscana,1318,5033,131,570,8,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Umbria,206,662,11,86,41,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Valle d'Aosta,76,133,8,33,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Veneto,1569,6000,184,1000,0,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
Italia,19448,65302,1715,9616,550,Dati della Protezione Civile del 18 Gennaio 2022 ore 19:13
