Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,419,1324,37,181,14,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Basilicata,88,353,6,79,14,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Calabria,435,1088,33,202,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Campania,1391,4473,100,812,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Emilia-Romagna,2625,9001,148,889,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Friuli Venezia Giulia,464,1277,39,175,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Lazio,2047,6421,202,943,243,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Liguria,735,1824,39,221,12,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Lombardia,3416,10457,265,1810,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Marche,296,1012,54,256,49,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Molise,19,176,2,39,26,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
P.A. Bolzano,108,500,17,100,20,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
P.A. Trento,145,517,24,90,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Piemonte,2140,6794,153,628,99,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Puglia,717,2876,67,499,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Sardegna,291,1602,30,204,16,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Sicilia,1461,3800,164,846,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Toscana,1353,5033,125,570,8,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Umbria,191,662,8,86,41,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Valle d'Aosta,81,143,7,33,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Veneto,1440,6000,165,1000,0,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
Italia,19862,65333,1685,9663,542,Dati della Protezione Civile del 24 Gennaio 2022 ore 19:21
