Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,120,1324,8,181,14,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Basilicata,14,364,0,79,13,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Calabria,152,979,20,181,3,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Campania,341,3528,21,520,219,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Emilia-Romagna,781,8336,75,889,0,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Friuli Venezia Giulia,305,1277,29,175,0,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Lazio,765,6421,99,943,243,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Liguria,191,1688,24,217,12,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Lombardia,986,7945,125,1530,0,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Marche,100,966,30,250,55,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Molise,14,176,1,39,26,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
P.A. Bolzano,98,500,15,100,20,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
P.A. Trento,65,517,8,90,0,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Piemonte,460,5824,40,628,99,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Puglia,137,2722,18,482,0,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Sardegna,82,1602,11,204,16,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Sicilia,317,3577,45,865,0,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Toscana,251,5033,49,570,32,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Umbria,43,662,7,88,39,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Valle d'Aosta,19,99,1,33,0,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Veneto,638,6000,117,1000,0,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Italia,5879,59540,743,9064,791,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
