Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,87,1324,9,181,14,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Basilicata,22,362,2,88,13,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Calabria,114,967,11,174,3,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Campania,293,3519,26,520,219,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Emilia-Romagna,489,7920,51,889,0,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Friuli Venezia Giulia,206,1277,26,175,0,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Lazio,613,6421,80,943,243,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Liguria,102,1707,17,217,12,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Lombardia,656,6467,58,1530,0,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Marche,69,966,20,238,56,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Molise,8,176,1,39,26,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
P.A. Bolzano,77,500,8,100,20,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
P.A. Trento,36,517,6,90,0,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Piemonte,305,5824,27,628,99,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Puglia,153,2722,16,482,0,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Sardegna,50,1602,9,204,16,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Sicilia,350,3614,36,859,0,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Toscana,257,5033,40,570,34,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Umbria,46,662,7,84,43,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Valle d'Aosta,7,83,1,33,0,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Veneto,310,6000,61,1000,0,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Italia,4250,57663,512,9044,798,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
