Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,507,1476,53,189,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Basilicata,69,414,4,88,13,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Calabria,224,913,23,152,25,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Campania,1399,4284,106,620,36,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Emilia-Romagna,1886,6126,175,757,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Friuli Venezia Giulia,440,1277,64,175,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Lazio,2140,6421,256,943,193,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Liguria,597,1787,57,216,18,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Lombardia,3583,10246,359,1248,282,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Marche,532,1176,75,233,40,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Molise,64,221,8,39,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
P.A. Bolzano,247,548,37,100,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
P.A. Trento,152,584,28,90,15,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Piemonte,1924,5824,144,628,99,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Puglia,1427,3606,169,569,80,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Sardegna,350,1602,33,208,35,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Sicilia,1055,4042,169,832,196,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Toscana,685,5033,126,558,11,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Umbria,439,825,84,141,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Valle d'Aosta,14,227,2,20,12,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Veneto,1002,6000,123,1000,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Italia,18736,62632,2095,8806,1055,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
