Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,56,1324,5,177,23,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Basilicata,32,354,2,88,13,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Calabria,103,797,7,169,2,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Campania,313,3832,15,548,195,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Emilia-Romagna,326,6538,35,760,0,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Friuli Venezia Giulia,30,1277,5,175,0,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Lazio,456,6421,67,943,243,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Liguria,71,1675,12,218,12,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Lombardia,308,6369,42,1416,114,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Marche,39,951,6,209,61,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Molise,8,176,1,39,26,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
P.A. Bolzano,18,391,1,100,20,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
P.A. Trento,19,517,1,90,0,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Piemonte,115,5824,9,628,99,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Puglia,128,2731,22,482,0,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Sardegna,134,1602,21,204,16,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Sicilia,538,3618,68,754,196,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Toscana,287,5033,33,570,36,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Umbria,33,684,2,91,36,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Valle d'Aosta,4,83,0,33,0,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Veneto,144,6000,30,1000,0,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
Italia,3162,56197,384,8694,1092,Dati della Protezione Civile del 15 Agosto 2021 ore 19:02
