Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,90,1324,11,181,14,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Basilicata,22,362,2,88,13,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Calabria,124,967,10,174,3,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Campania,296,3511,24,555,189,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Emilia-Romagna,456,7920,45,889,0,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Friuli Venezia Giulia,189,1277,23,175,0,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Lazio,606,6421,81,943,243,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Liguria,97,1707,12,217,12,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Lombardia,584,6426,56,1530,0,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Marche,64,966,22,238,56,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Molise,5,176,1,39,26,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
P.A. Bolzano,71,500,9,100,20,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
P.A. Trento,27,517,5,90,0,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Piemonte,296,5824,30,628,99,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Puglia,152,2722,15,482,0,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Sardegna,42,1602,10,204,16,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Sicilia,345,3620,43,859,0,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Toscana,268,5033,41,570,35,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Umbria,40,662,7,84,43,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Valle d'Aosta,8,83,1,33,0,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Veneto,306,6000,55,1000,0,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Italia,4088,57620,503,9079,769,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
