Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,115,1324,7,181,14,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Basilicata,14,364,0,79,13,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Calabria,146,979,19,181,3,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Campania,330,3528,22,520,219,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Emilia-Romagna,728,8336,79,889,0,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Friuli Venezia Giulia,288,1277,28,175,0,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Lazio,716,6421,95,943,243,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Liguria,172,1700,22,217,12,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Lombardia,955,6688,124,1530,0,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Marche,97,966,29,250,57,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Molise,13,176,1,39,26,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
P.A. Bolzano,93,500,14,100,20,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
P.A. Trento,59,517,8,90,0,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Piemonte,440,5824,36,628,99,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Puglia,139,2722,21,482,0,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Sardegna,77,1602,13,204,16,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Sicilia,304,3579,43,865,0,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Toscana,250,5033,49,570,32,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Umbria,43,662,7,88,39,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Valle d'Aosta,21,99,1,33,0,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Veneto,597,6000,118,1000,0,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Italia,5597,58297,736,9064,793,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
