Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,489,1382,22,181,14,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Basilicata,90,367,3,79,13,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Calabria,359,1118,26,202,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Campania,1115,4476,69,812,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Emilia-Romagna,1931,9001,105,889,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Friuli Venezia Giulia,369,1277,25,175,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Lazio,1844,6421,166,943,243,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Liguria,519,1821,26,221,12,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Lombardia,1756,10457,162,1810,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Marche,315,1027,34,256,49,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Molise,40,176,5,39,26,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
P.A. Bolzano,89,500,7,100,20,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
P.A. Trento,103,517,12,90,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Piemonte,1477,6794,66,628,99,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Puglia,727,2911,64,503,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Sardegna,397,1602,28,204,16,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Sicilia,1291,3787,110,858,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Toscana,1048,5033,69,570,8,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Umbria,196,662,8,86,41,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Valle d'Aosta,34,163,4,34,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Veneto,938,6000,62,1000,0,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Italia,15127,65492,1073,9680,541,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
