Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,535,1476,64,189,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Basilicata,72,414,7,88,13,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Calabria,197,913,20,152,25,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Campania,1284,4152,106,620,36,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Emilia-Romagna,1975,6126,175,757,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Friuli Venezia Giulia,396,1277,60,175,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Lazio,2065,6421,253,943,193,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Liguria,587,1794,59,216,18,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Lombardia,3693,10255,373,1248,282,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Marche,535,1176,80,233,40,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Molise,80,221,11,39,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
P.A. Bolzano,254,554,39,100,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
P.A. Trento,168,584,27,90,15,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Piemonte,1900,5824,141,628,99,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Puglia,1324,3606,156,569,80,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Sardegna,311,1602,24,208,35,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Sicilia,1005,3989,158,832,196,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Toscana,718,5033,133,554,12,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Umbria,463,850,84,141,2,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Valle d'Aosta,8,227,2,20,12,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Veneto,893,6000,102,1000,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Italia,18463,62494,2074,8802,1058,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
