Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,427,1476,41,189,0,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Basilicata,89,416,4,88,13,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Calabria,275,913,24,152,25,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Campania,1437,4453,114,620,36,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Emilia-Romagna,2390,6126,217,757,0,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Friuli Venezia Giulia,672,1277,63,175,0,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Lazio,2576,6421,283,943,193,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Liguria,591,1758,65,216,12,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Lombardia,3499,10842,398,1204,326,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Marche,549,1176,77,233,40,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Molise,50,221,8,36,0,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
P.A. Bolzano,219,537,24,100,0,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
P.A. Trento,203,604,43,90,15,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Piemonte,2337,5824,156,628,99,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Puglia,1381,3439,159,460,80,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Sardegna,457,1659,46,187,27,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Sicilia,1444,4161,223,820,196,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Toscana,629,5033,107,569,4,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Umbria,292,765,46,130,2,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Valle d'Aosta,43,227,2,20,12,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Veneto,1843,6000,286,1000,0,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
Italia,21403,63328,2386,8617,1080,Dati della Protezione Civile del 23 Gennaio 2021 ore 20:06
